    55  
        0.00    0.00E+00
       24.60    0.00E+00
       24.60    2.10E-23       
       25.00    5.19E-23
       26.00    1.75E-22
       27.00    3.03E-22
       28.00    4.25E-22
       29.00    5.52E-22
       30.00    6.73E-22
       31.00    8.02E-22
       32.00    9.24E-22
       33.00    1.04E-21
       34.00    1.14E-21
       36.00    1.35E-21
       38.00    1.55E-21
       40.00    1.72E-21
       45.00    2.10E-21
       50.00    2.43E-21
       60.00    2.90E-21
       65.00    3.08E-21
       70.00    3.21E-21
       75.00    3.34E-21
       80.00    3.44E-21
       85.00    3.51E-21
       90.00    3.57E-21
       95.00    3.62E-21
      100.00    3.66E-21
      105.00    3.69E-21
      110.00    3.71E-21
      115.00    3.72E-21
      120.00    3.73E-21
      125.00    3.74E-21
      130.00    3.74E-21
      135.00    3.73E-21
      140.00    3.72E-21
      145.00    3.71E-21
      150.00    3.69E-21
      175.00    3.60E-21
      200.00    3.47E-21
      250.00    3.21E-21
      300.00    2.96E-21
      350.00    2.75E-21
      400.00    2.57E-21
      450.00    2.39E-21
      500.00    2.24E-21
      550.00    2.11E-21
      600.00    2.00E-21
      650.00    1.90E-21
      700.00    1.80E-21
      750.00    1.71E-21
      800.00    1.65E-21
      850.00    1.57E-21
      900.00    1.50E-21
      950.00    1.45E-21
     1000.00    1.41E-21
-----------------------------------------------
helium, source: Rapp & Englander-Gold [1965]
